id_espace_vert,nom_espace_vert,type_espace_vert,code_postal,arr_num,surface_m2
11700,JARDINIERE VERTICALE DU 6 RUE DE METZ,Murs végétalisés,75010,10.0,3.0
11731,JARDINIERE VERTICALE DU 14 AVENUE JEAN MOULIN,Murs végétalisés,75014,14.0,0.0
11757,JARDIN DES PETITES RIGOLES,Promenades ouvertes,75020,20.0,830.0
11518,JARDIN PARTAGE DE LA RUE HENRI RIBIERE,"Ephémères, partagés, pédagogiques",75019,19.0,80.0
11862,JARDIN PARTAGE DU PASSAGE DES SOUPIRS,"Ephémères, partagés, pédagogiques",75020,20.0,360.0
11897,JARDINIERE VERTICALE DU MUR DU CIMETIERE DE BERCY,Murs végétalisés,75012,12.0,11.0
11910,JARDINIERE VERTICALE DU 53 RUE PELLEPORT,Murs végétalisés,75020,20.0,
11751,JARDINIERE VERTICALE DU 162 BOULEVARD MURAT,Murs végétalisés,75016,16.0,7.0
11219,JARDIN LOUISE TALBOT ET AUGUSTIN AVRIAL,Promenades ouvertes,75011,11.0,913.0
11802,JARDINIERES DE LA RUE BLANCHE,Décorations sur la voie publique,75009,9.0,50.0
11884,JARDINIERE DE LA RUE DALAYRAC,Décorations sur la voie publique,75002,2.0,40.0
11529,JARDIN PARTAGE DU JARDIN HEROLD,"Ephémères, partagés, pédagogiques",75019,19.0,714.0
12063,JARDINIERE VERTICALE DU JARDIN DEBERGUE-RENDEZ-VOUS,Murs végétalisés,75012,12.0,90.0
12064,JARDINIERE VERTICALE DU JARDIN DU PORT DE L'ARSENAL,Murs végétalisés,75012,12.0,24.0
12142,JARDINIERE VERTICALE DU SQUARE ANTOINE BLONDIN 1,Murs végétalisés,75020,20.0,30.0
11975,JARDINIERES ANGLE AVENUE DE LA PORTE MONTMARTRE RUE RENE BINET,Décorations sur la voie publique,75018,18.0,145.0
12146,JARDINIERE VERTICALE DU JARDIN DES CENDRIERS 1,Murs végétalisés,75020,20.0,130.0
12182,JARDINIERES DE LA RUE DES GATINES,Décorations sur la voie publique,75020,20.0,40.0
398,JARDINS DU TROCADERO,Promenades ouvertes,75016,16.0,93982.0
370,JARDIN DE L'HOPITAL VAUGIRARD,Promenades ouvertes,75015,15.0,7070.0
11230,PROMENADE PC 15 - BALARD - DESNOUETTES - SERRES,Promenades ouvertes,75015,15.0,35795.0
11494,JARDINIERE DE L'IMPASSE DES ORTEAUX,Décorations sur la voie publique,75020,20.0,90.0
134,SQUARE DOMINIQUE BERNARD,Promenades ouvertes,75011,11.0,5100.0
10838,JARDINIERE DE LA PLACE DE L'AMIRAL DE GRASSE,Décorations sur la voie publique,75016,16.0,15.0
10990,JARDINIERE DE LA RUE DES HAIES,Décorations sur la voie publique,75020,20.0,4.0
11687,JARDINIERES RAE DE LA RUE BOUTEBRIE,Décorations sur la voie publique,75005,5.0,171.0
12115,JARDINIERE VERTICALE DU JARDINET DE LA MAIRIE DU XVIEME,Murs végétalisés,75016,16.0,81.0
12172,JARDINIERE ANGLE DES RUES EMILE BLEMONT ANDRE MESSAGER,Décorations sur la voie publique,75018,18.0,100.0
12974,JARDINIERES EVQ DE LA RUE NEUVE POPINCOURT,Décorations sur la voie publique,75011,11.0,100.0
13162,JARDINIERES PORTE MAILLOT- TERRE PLIEN CENTRAL,Décorations sur la voie publique,75017,17.0,470.0
12945,JARDINIERES DE LA PLACE DE LA CHAPELLE,Décorations sur la voie publique,75018,18.0,180.0
172,JARDIN MARGUERITE HURE,Promenades ouvertes,75012,12.0,1820.0
13135,JARDINIERES DE LA RIE DE MOGADOR,Décorations sur la voie publique,75009,9.0,
13177,JARDINIERES  PARVIS MEDIATHEQUE ALEXE BALDWIN JEAN QUARRE,Décorations sur la voie publique,75019,19.0,754.0
13158,JARDINIERES EVQ DE LA RUE EDGAR QUINET,Décorations sur la voie publique,75014,14.0,
13076,JARDINIERES EVQ DE LA PLACE DE BRAZZAVILLE,Décorations sur la voie publique,75015,15.0,
13201,JARDINIERES  VGA DU CARREFOUR DU BOUT DES LACS,Décorations sur la voie publique,75016,16.0,
10970,JARDINET REAUMUR,Jardinets décoratifs,75002,2.0,65.0
218,TALUS BOULEVARD PONIATOWSKI LE BASTION,Périphérique,75012,12.0,10454.0
457,PROMENADE BERNARD LAFAY - A6,Promenades ouvertes,75017,17.0,3686.0
11135,JARDINIERE VERTICALE DU 61B RUE DU FAUBOURG SAINT-DENIS,Murs végétalisés,75010,10.0,2.0
444,SQUARE DES EPINETTES,Promenades ouvertes,75017,17.0,10420.0
10704,JARDINIERE ANGLE DES RUES LABOIS-ROUILLON - CURIAL,Décorations sur la voie publique,75019,19.0,64.0
10821,JARDINETS DE L'AVENUE DE CAMOENS,Décorations sur la voie publique,75016,16.0,130.0
11292,JARDINIERES DE L'ANGLE DE LA RUE DU CLOITRE SAINT-MERRI,Décorations sur la voie publique,75004,4.0,20.0
825,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),Promenades ouvertes,75003,3.0,3707.0
11116,JARDINIERE VERTICALE DU 23 RUE DE PALESTRO,Murs végétalisés,75002,2.0,0.0
13211,JARDINIERES VGA DE LA PLACE CAMILLE CLAUDEL,Décorations sur la voie publique,75015,15.0,24.0
13387,JARDINIERES EVQ DE LA RUE D HAUTEVILLE,Décorations sur la voie publique,75010,10.0,85.0
10191,JARDINIERES ANGLE RUE DE RIVOLI - RUE DES HALLES,Décorations sur la voie publique,75001,1.0,34.0
13417,JARDINIERES  DU BASSIN LOUIS BLANC OUEST,Décorations sur la voie publique,75010,10.0,170.0
11335,JARDINIERE DE LA PLACE DU 25 AOUT 1944,Décorations sur la voie publique,75014,14.0,110.0
13498,JARDINIERES DE LA RUE FLEURY,Décorations sur la voie publique,75018,18.0,41.0
11295,JARDINIERES ILOT FLUVIAL,Décorations sur la voie publique,75004,4.0,180.0
12016,JARDINIERE VERTICALE DU 18 RUE DU CLOITRE SAINT MERRI,Murs végétalisés,75004,4.0,72.0
13146,JARDINIERES EVQ DE LA PLACETTE MONTENOTTE,Décorations sur la voie publique,75017,17.0,42.0
11446,JARDINIERE VERTICALE DU 28 RUE BIOT,Murs végétalisés,75017,17.0,20.0
13006,JARDINIERES RAE RUE CHAPTAL,Décorations sur la voie publique,75009,9.0,234.0
889,PLATE-BANDE DU BOULEVARD EDGAR QUINET,Jardinets décoratifs,75014,14.0,1812.0
536,SQUARE DE LA RUE CHARLES HERMITE,Promenades ouvertes,75018,18.0,10165.0
10532,ESPLANADE GILLES JACQUIER,Décorations sur la voie publique,75011,11.0,350.0
10139,JARDIN DE LA FOLIE TITON,Promenades ouvertes,75011,11.0,4745.0
11548,27-00,Périphérique,75019,19.0,796.0
10271,DECORATION DE LA PLACE ALPHONSE DEVILLE,Décorations sur la voie publique,75006,6.0,140.0
12900,JARDINIERES DE LA PLACE JEANNE D ARC,Décorations sur la voie publique,75013,13.0,450.0
912,JARDIN DE L'ALLEE DES BROUILLARDS,Jardinets décoratifs,75018,18.0,391.0
471,SQUARE DU PASSAGE MONCEY,Promenades ouvertes,75017,17.0,880.0
298,SQUARE HENRI ET ACHILLE DUCHENE,Promenades ouvertes,75014,14.0,4790.0
10372,DECORATION DE LA PLACE NATIONALE,Décorations sur la voie publique,75013,13.0,61.0
11259,JARDINIERES DE LA RUE D'AVRON,Décorations sur la voie publique,75020,20.0,200.0
264,00-03,Périphérique,75013,13.0,627.0
10309,DECORATION DU PASSAGE DE MENILMONTANT,Décorations sur la voie publique,75011,11.0,44.0
10973,JARDINIERE DE LA RUE DU CLOITRE SAINT-MERRI,Décorations sur la voie publique,75004,4.0,6.0
416,JARDIN DE L'HOPITAL SAINTE-PERINE,Promenades ouvertes,75016,16.0,37600.0
11467,JARDINIERES DE L'AVENUE DE LA PORTE DES LILAS,Décorations sur la voie publique,75019,19.0,325.0
10989,JARDINIERE DE LA PORTE DES LILAS,Décorations sur la voie publique,75020,20.0,160.0
13220,JARDINIERES EVQ DE LA RUE MIRBEL,Décorations sur la voie publique,75005,5.0,178.0
742,SQUARE EMILY DICKINSON,Promenades ouvertes,75020,20.0,1170.0
456,JARDIN LUCIEN FONTANAROSA,Promenades ouvertes,75017,17.0,3990.0
10293,JARDINIERE DU TERRE PLEIN CENTRAL DE L'AVENUE TRUDAINE,Décorations sur la voie publique,75009,9.0,1006.0
523,SQUARE LOUISE DE MARILLAC,Promenades ouvertes,75018,18.0,1800.0
10848,JARDINIERES DE LA RUE CINO DEL DUCA,Décorations sur la voie publique,75017,17.0,266.0
10935,JARDINIERES DU ROND-POINT MAZAGRAN,Décorations sur la voie publique,75013,13.0,455.0
215,35-15,Périphérique,75012,12.0,404.0
862,SQUARE JULES VERNE,Promenades ouvertes,75011,11.0,2300.0
381,09-01,Périphérique,75015,15.0,1061.0
391,09-14,Périphérique,75015,15.0,328.0
11639,09-16,Périphérique,75015,15.0,47.0
11642,10-02,Périphérique,75016,16.0,114.0
13129,JARDINIERES DE LA PLACE PORTE MAILLOT COTE 16E,Décorations sur la voie publique,75016,16.0,637.0
77,PROMENADE DE L'AVENUE DE BRETEUIL,Promenades ouvertes,75007,7.0,11964.0
11187,JARDINIERE VERTICALE DU 15 RUE REBEVAL,Murs végétalisés,75019,19.0,98.0
186,JARDIN DE LA GARE DE REUILLY - JULIEN LAUPRETRE,Promenades ouvertes,75012,12.0,2410.0
11126,JARDINIERE VERTICALE DU 11 RUE DE COURCELLES,Murs végétalisés,75008,8.0,4.0
12000,JARDINIERE COMESTIBLE DE LA RUE POLITZER,Décorations sur la voie publique,75012,12.0,460.0
12009,JARDINIERE VERTICALE DU 16 SQUARE DESAIX,Murs végétalisés,75015,15.0,
11293,JARDINIERE DE L'ANCIENNE FONTAINE SAINT MERRI,Décorations sur la voie publique,75004,4.0,280.0
10026,PROMENADE PEREIRE - PROMENADE THERESE PIERRE,Promenades ouvertes,75017,17.0,3200.0
10803,JARDINIERES DU MONUMENT DU SOUVENIR FRANCAIS,Décorations sur la voie publique,75015,15.0,12.0
10349,JARDINIERES DU BOULEVARD DE PORT-ROYAL (13EME),Décorations sur la voie publique,75013,13.0,364.0
10347,DECORATION DE LA RUE JEANNE D'ARC ET BOULEVARD VINCENT AURIOL,Décorations sur la voie publique,75013,13.0,888.0
11516,JARDIN PARTAGE L'ILOT LILAS,"Ephémères, partagés, pédagogiques",75019,19.0,180.0
799,29-02,Périphérique,75020,20.0,106.0
11717,JARDINIERE DE L  AVENUE DE LA PORTE D ITALIE PERIPHERIQUE E71,Décorations sur la voie publique,75013,13.0,300.0
11735,SQUARE OCTAVE MIRBEAU,Promenades ouvertes,75016,16.0,2100.0
11971,JARDIN TERESKA TORRES-LEVIN,Promenades ouvertes,75008,8.0,1735.0
13049,JARDINIERES EVQ DE LA RUE DE PANAMA,Décorations sur la voie publique,75018,18.0,53.0
11636,09-06,Périphérique,75015,15.0,2141.0
430,CIMETIERE DE PASSY,Cimetières,75016,16.0,17000.0
10883,JARDINIERES DE LA RUE DU POTEAU,Décorations sur la voie publique,75018,18.0,21.0
79,SQUARE DES MISSIONS ETRANGERES,Promenades ouvertes,75007,7.0,3928.0
11421,JARDIN PARTAGE DE LA POTERNE DES PEUPLIERS,"Ephémères, partagés, pédagogiques",75013,13.0,65.0
10873,JARDINIERES DE LA RUE DE L'ABBE PATUREAU,Décorations sur la voie publique,75018,18.0,59.0
11460,JARDIN PARTAGE DE LA RUE POLONCEAU,"Ephémères, partagés, pédagogiques",75018,18.0,150.0
806,30-02,Périphérique,75020,20.0,6827.0
11471,JARDINIERES DE L'AVENUE DE LA PORTE DE PANTIN,Décorations sur la voie publique,75019,19.0,1250.0
810,31-00,Périphérique,75020,20.0,1213.0
11530,JARDINIERE VERTICALE DU 3 SENTE DES DOREES,Murs végétalisés,75019,19.0,3.0
734,27-05,Périphérique,75019,19.0,4458.0
10046,SQUARE JACQUES GRYNBERG,Promenades ouvertes,75020,20.0,1034.0
11570,33-03,Périphérique,75012,12.0,2225.0
11574,34-00,Périphérique,75012,12.0,2009.0
11591,23-25,Périphérique,75018,18.0,1368.0
11660,13-01,Périphérique,75016,16.0,2594.0
11664,14-50,Périphérique,75016,16.0,137.0
11667,14-03,Périphérique,75016,16.0,413.0
11666,14-02,Périphérique,75016,16.0,592.0
11712,JARDINIERE VERTICALE DE LA RUE ERARD,Murs végétalisés,75012,12.0,3.0
11728,JARDINIERES DE LA RUE HUGUETTE SCHWARTZ,Décorations sur la voie publique,75014,14.0,220.0
11781,JARDINIERES DE LA RUE DES MARINIERS,Décorations sur la voie publique,75014,14.0,150.0
11748,JARDINIERE VERTICALE DE L'ESCALIER DU 60 RUE DE LA JUSTICE,Murs végétalisés,75020,20.0,0.0
11937,JARDINIERES DE LA RUE MAURICE GRIMAUD,Décorations sur la voie publique,75018,18.0,300.0
11939,JARDINIERE DE LA RUE COMPANS,Décorations sur la voie publique,75019,19.0,45.0
11940,JARDINIERE DE LA RUE LALLY-TOLLENDAL,Décorations sur la voie publique,75019,19.0,120.0
11900,JARDIN PARTAGE DES HAUTS DE MALESHERBES,"Ephémères, partagés, pédagogiques",75017,17.0,650.0
11954,JARDINIERES DE LA RUE D'ALESIA,Décorations sur la voie publique,75014,14.0,50.0
12079,JARDINIERE VERTICALE DU JARDIN FRANCOISE HERITIER,Murs végétalisés,75014,14.0,36.0
12141,JARDINIERE VERTICALE DU SQUARE MONSEIGNEUR MAILLET,Murs végétalisés,75019,19.0,7.0
11240,JARDINIERES DU 66 RUE DE TOLBIAC (AERATION METEOR),Décorations sur la voie publique,75013,13.0,31.0
12159,JARDINIERE VERTICALE DU SQUARE JACQUES GRYNBERG,Murs végétalisés,75020,20.0,20.0
12972,JARDINIERES RAE DE LA RUE AMELOT,Décorations sur la voie publique,75011,11.0,154.0
12154,JARDINIERE VERTICALE DES JARDINS D'IMMEUBLES PORTE DE VINCENNES SUD 2,Murs végétalisés,75020,20.0,70.0
12169,JARDINIERES DU PARVIS ALAN TURING,Décorations sur la voie publique,75013,13.0,250.0
34,SQUARE YVES COPPENS,Promenades ouvertes,75005,5.0,365.0
10367,JARDINIERE DE L'AVENUE DE LA SOEUR ROSALIE,Décorations sur la voie publique,75013,13.0,120.0
10133,JARDIN CYPRIAN KAMIL NORWID,Promenades ouvertes,75013,13.0,3000.0
10374,JARDINIERES ANGLE DES RUES PATAY - OUDINE,Décorations sur la voie publique,75013,13.0,45.0
11714,PROMENADE PC 13 - POTERNE DES PEUPLIERS,Promenades ouvertes,75013,13.0,13000.0
11443,JARDINIERES DE LA RUE SEVERIANO DE HEREDIA,Décorations sur la voie publique,75017,17.0,1300.0
11768,PROMENADE PC 12 - CHARENTON - DAUMESNIL,Promenades ouvertes,75012,12.0,18800.0
12055,JARDINIERE VERTICALE DU PARC DE BERCY 1,Murs végétalisés,75012,12.0,450.0
12105,JARDINIERE VERTICALE DU SQUARE PIERRE-ADRIEN DALPAYRAT 2,Murs végétalisés,75015,15.0,18.0
12183,JARDINIERE DE LA RUE PEAN,Décorations sur la voie publique,75013,13.0,65.0
12927,FERME PEDAGOGIQUE DES JARDINS D EOLE,"Ephémères, partagés, pédagogiques",75018,18.0,696.0
12975,JARDINIERES EVQ RUE DE LA FONTAINE AU ROI,Décorations sur la voie publique,75011,11.0,216.0
13009,JARDINIERES EVQ RUE DE CLICHY,Décorations sur la voie publique,75009,9.0,180.0
30,JARDIN DU PASSAGE DE L'HOTEL DE SENS,Promenades ouvertes,75004,4.0,620.0
13110,JARDINIERE RAE DE LA RUE LACAILLE,Décorations sur la voie publique,75017,17.0,53.0
13092,JARDINIERES RAE DE LA RUE  DAUTANCOURT,Décorations sur la voie publique,75017,17.0,274.0
13190,JARDINIERES DE LA RUE GODOT DE MAUROY,Décorations sur la voie publique,75009,9.0,
13057,PROMENADE PC20-BOIS DE CHARONNE,Promenades ouvertes,75020,20.0,11925.0
13341,JARDINIERES EVQ DE LA RUE DES BLUETS,Décorations sur la voie publique,75011,11.0,
119,SQUARE FREDERICK LEMAITRE,Promenades ouvertes,75010,10.0,2200.0
13125,JARDINIERES EVQ DE LA RUE RONSARD,Décorations sur la voie publique,75018,18.0,
13176,JARDINIERES RAE DE LA RUE DE LA PREVOYANCE,Décorations sur la voie publique,75019,19.0,
10701,DECORATION DE LA PLACE ARNAULT TZANCK,Décorations sur la voie publique,75017,17.0,200.0
11267,JARDIN DE LA LITUANIE,Jardinets décoratifs,75017,17.0,1612.0
13084,JARDINIERES RAE DE LA RUE CORVISART,Décorations sur la voie publique,75013,13.0,137.0
11794,PROMENADE PC 17 TRANCHEE PEREIRE,Promenades ouvertes,75017,17.0,14000.0
12,JARDIN DE L'HOTEL SALE - LEONOR FINI,Promenades ouvertes,75003,3.0,1110.0
10142,JARDIN DU MUSEE CARNAVALET,Jardins privatifs,75003,3.0,1337.0
11538,JARDINIERE VERTICALE DU 16 RUE DE LA PERLE,Murs végétalisés,75003,3.0,3.0
12084,PROMENADE PC 18 - SAINT-OUEN - VAUVENARGUES,Promenades ouvertes,75018,18.0,2110.0
13380,JARDINIERES VGA AUX ABORDS DE LA GARE DU NORD,Décorations sur la voie publique,75010,10.0,
11775,PROMENADE PC 19 - ROSA PARK - FLANDRES,Promenades ouvertes,75019,19.0,13150.0
13403,JARDINIERES EVQ DU BOULEVARD DE MAGENTA,Décorations sur la voie publique,75010,10.0,369.0
13418,FORET URBAINE DE LA PLACE  DU COLONEL FABIEN,Décorations sur la voie publique,75010,10.0,
13398,JARDINIERES DE LA RUE D ALSACE,Décorations sur la voie publique,75010,10.0,45.0
13402,JARDINIERES RAE DE LA RUE DE BELZUNCE,Décorations sur la voie publique,75010,10.0,87.0
13143,JARDINIERES RAE DE LA RUE SAINT HIPPOLYTE,Décorations sur la voie publique,75013,13.0,233.0
12990,JARDINIERES EVQ DU SQUARE DELAMBRE,Décorations sur la voie publique,75014,14.0,160.0
13022,JARDINIERE DU 1 RUE DE TREVISE,Décorations sur la voie publique,75009,9.0,35.0
74,SQUARE D'AJACCIO,Promenades ouvertes,75007,7.0,4472.0
11779,JARDINIERES DU BOULEVARD RASPAIL,Décorations sur la voie publique,75006,6.0,300.0
12958,JARDINIERES EVQ DES RUES TOUSTAIN ET FELIBIEN,Décorations sur la voie publique,75006,6.0,93.0
11535,JARDIN PARTAGE LE JARDIN DE BONNE,"Ephémères, partagés, pédagogiques",75002,2.0,30.0
13467,JARDINIERES EVQ DE LA RUE DES ACACIAS,Décorations sur la voie publique,75017,17.0,
13468,JARDINIERES DE LA PLACE SAINT FERDINAND,Décorations sur la voie publique,75017,17.0,
13472,JARDINIERES TRAMWAY T3 DE L AVENUE  STEPHANE MALLARME,Décorations sur la voie publique,75017,17.0,207.0
13483,JARDINIERES EVQ DE LA RUE DES ORTEAUX ENTRE RUE DES VIGNOLLES ET RUE DES PYRENNES,Décorations sur la voie publique,75020,20.0,81.0
11503,JARDINIERES DE LA RUE PIERRE REBIERE,Décorations sur la voie publique,75017,17.0,633.0
13497,JARDINS DU VAL DE GRACE,Promenades ouvertes,75005,5.0,16150.0
11853,JARDIN PARTAGE DU SQUARE DU SERMENT DE KOUFRA,"Ephémères, partagés, pédagogiques",75014,14.0,375.0
10817,JARDINIERE DE LA PLACE BIENVENUE,Décorations sur la voie publique,75015,15.0,89.0
11653,JARDINIERE VERTICALE DU 5 PASSAGE THIERE,Murs végétalisés,75011,11.0,5.0
775,JARDIN DE LA GARE DE CHARONNE,Promenades ouvertes,75020,20.0,16253.0
201,32-07,Périphérique,75012,12.0,346.0
13005,JARDIN PARTAGE FORCEVAL,"Ephémères, partagés, pédagogiques",75019,19.0,
10255,DECORATION DE LA RUE PIERRE BROSSOLETTE,Décorations sur la voie publique,75005,5.0,132.0
11142,JARDINIERE VERTICALE DU 20 RUE TITON,Murs végétalisés,75011,11.0,0.0
10315,JARDINET ANGLE DU BOULEVARD BEAUMARCHAIS - CLOTILDE DE VAUX,Décorations sur la voie publique,75011,11.0,66.0
10881,DECORATION ANGLE DES RUES DE L'ABBE PATUREAU - PAUL FEVAL,Décorations sur la voie publique,75018,18.0,40.0
265,00-04,Périphérique,75013,13.0,937.0
454,PROMENADE BERNARD LAFAY - C1,Promenades ouvertes,75017,17.0,5980.0
418,SQUARE DU TCHAD,Promenades ouvertes,75016,16.0,5760.0
230,SQUARE CLARA ZETKIN,Promenades ouvertes,75013,13.0,7520.0
97,SQUARE MARCEL PAGNOL,Promenades ouvertes,75008,8.0,3764.0
527,SQUARE CARPEAUX,Promenades ouvertes,75018,18.0,7205.0
651,SQUARE SERGE REGGIANI,Promenades ouvertes,75019,19.0,1800.0
11108,SQUARE ROGER COQUOIN,Promenades ouvertes,75016,16.0,10000.0
400,JARDIN DE LA PLACE DU TROCADERO ET DU ONZE NOVEMBRE,Promenades ouvertes,75016,16.0,2648.0
10754,JARDINIERE ANGLE DES RUES MONGE - SAINT-VICTOR,Décorations sur la voie publique,75005,5.0,80.0
11577,35-17,Périphérique,75012,12.0,1141.0
11583,21-01,Périphérique,75018,18.0,1890.0
11633,08-01,Périphérique,75015,15.0,315.0
10849,JARDINIERES TRAMWAY T3  ANGLE DU BOULEVARD GOUVION-SAINT-CYR - RUE RUHMKORFF,Décorations sur la voie publique,75017,17.0,130.0
41,SQUARE ROBERT MONTAGNE,Promenades ouvertes,75005,5.0,581.0
11132,JARDINIERE VERTICALE DU 6 RUE DES RECOLLETS,Murs végétalisés,75010,10.0,6.0
10814,JARDINETS DE LA TOUR ORPHEE,Décorations sur la voie publique,75015,15.0,2100.0
222,SQUARE DE LA PLACE DE L'ABBE GEORGES HENOCQUE,Promenades ouvertes,75013,13.0,680.0
10823,PELOUSE DU TERRE PLEIN DE L'AVENUE DE LA PORTE MOLITOR,Décorations sur la voie publique,75016,16.0,250.0
286,SQUARE DU CHANOINE VIOLLET,Promenades ouvertes,75014,14.0,3435.0
11123,JARDINIERE VERTICALE DU 14 RUE DU PREVOT,Murs végétalisés,75004,4.0,0.0
10927,JARDINIERE ANGLE DES RUES DES PARTANTS - SOLEILLET,Décorations sur la voie publique,75020,20.0,80.0
10941,JARDINIERES DE LA RUE DOMBASLE,Décorations sur la voie publique,75015,15.0,28.0
11514,JARDIN PARTAGE JARDINS DES PETITS PASSAGES,"Ephémères, partagés, pédagogiques",75019,19.0,226.0
10330,JARDINIERES DE LA RUE MARIE LAURENCIN,Décorations sur la voie publique,75012,12.0,1025.0
10707,JARDINIERES DE LA RUE DE L'AMIRAL MOUCHEZ(13EME),Décorations sur la voie publique,75013,13.0,270.0
10713,PELOUSES DE LA RUE CAMBRONNE,Décorations sur la voie publique,75015,15.0,1535.0
11654,JARDIN PARTAGE DE LA MAISON COMMUNALE,"Ephémères, partagés, pédagogiques",75015,15.0,140.0
10851,DECORATION DU BOULEVARD DES BATIGNOLLES,Décorations sur la voie publique,75017,17.0,276.0
11598,19-50,Périphérique,75017,17.0,1327.0
11643,10-05,Périphérique,75016,16.0,736.0
413,JARDIN DE L'EGLISE SAINTE-JEANNE DE CHANTAL,Promenades ouvertes,75016,16.0,2797.0
556,JARDIN MARIA VERONE,Promenades ouvertes,75018,18.0,2048.0
555,SQUARE DES DEUX NETHES,Promenades ouvertes,75018,18.0,3500.0
396,JARDIN DE LA PLACE DU MARECHAL DELATTRE DE TASSIGNY,Promenades ouvertes,75016,16.0,7850.0
661,SQUARE DE LA MARSEILLAISE,Promenades ouvertes,75019,19.0,9714.0
783,SQUARE LOUIS LUMIERE (CENTRE HANDISPORT),Promenades ouvertes,75020,20.0,1333.0
11216,PROMENADE DE LA FORET LINEAIRE,Promenades ouvertes,75019,19.0,11250.0
10050,ECOLE D'HORTICULTURE DU BREUIL,Promenades ouvertes,75012,12.0,98075.0
98,JARDIN DE LA MAIRIE DU VIIIEME,Promenades ouvertes,75008,8.0,563.0
10812,JARDINET DU ROND POINT DE LA PORTE DE LA PLAINE,Décorations sur la voie publique,75015,15.0,888.0
155,JARDIN DAMIA,Promenades ouvertes,75011,11.0,4500.0
10237,JARDINET DE LA PLACE DE LA CONTRESCARPE,Décorations sur la voie publique,75005,5.0,250.0
11321,SQUARE DAUMESNIL,Promenades ouvertes,75012,12.0,147.0
11330,"HIPPODROME D'AUTEUIL, PELOUSE B",Promenades ouvertes,75016,16.0,24659.0
11046,JARDIN PARTAGE CITE INDUSTRIELLE,"Ephémères, partagés, pédagogiques",75011,11.0,104.0
11488,JARDINIERE DE L'AVENUE DE LA PORTE DE MONTROUGE,Décorations sur la voie publique,75014,14.0,85.0
11551,24-08,Périphérique,75019,19.0,990.0
11752,JARDINIERE VERTICALE DU 5 RUE FERDINAND FLOCON,Murs végétalisés,75018,18.0,2.0
11905,JARDINIERE VERTICALE DU 2 PASSAGE DE VERDUN,Murs végétalisés,75019,19.0,4.0
11798,JARDINIERE VERTICALE DU 14 RUE ORTOLAN,Murs végétalisés,75005,5.0,10.0
11806,JARDINIERES DE LA VILLA MARCES,Décorations sur la voie publique,75011,11.0,100.0
11859,JARDIN PARTAGE DU SQUARE DE JESSAINT,"Ephémères, partagés, pédagogiques",75018,18.0,490.0
11819,JARDINIERE VERTICALE DU 77 RUE DE LA TOMBE ISSOIRE,Murs végétalisés,75014,14.0,1.0
11309,JARDIN PARTAGE BEL-AIR,"Ephémères, partagés, pédagogiques",75012,12.0,340.0
11920,JARDIN PARTAGE DE LA RESIDENCE DES RECOLLETS,"Ephémères, partagés, pédagogiques",75010,10.0,150.0
11929,JARDIN PARTAGE DU CENTRE D'ANIMATION MAURICE RAVEL,"Ephémères, partagés, pédagogiques",75012,12.0,995.0
11816,JARDINIERES DE LA PROMENADE PLANTEE CLAUDE LEVI STRAUSS T7,Décorations sur la voie publique,75013,13.0,1600.0
11980,JARDINIERE DE LA RUE GABY SYLVIA,Décorations sur la voie publique,75011,11.0,90.0
11984,JARDIN DE LA PLACE GILBERT PERROY,Promenades ouvertes,75014,14.0,2000.0
11887,JARDINIERE VERTICALE DU 31-51 RUE DU VERTBOIS,Murs végétalisés,75003,3.0,4.0
11982,JARDINIERE VERTICALE DU 145 RUE DU FAUBOURG SAINT-MARTIN,Murs végétalisés,75010,10.0,
12067,JARDINIERE VERTICALE DE LA PROMENADE PC 13 - POTERNE DES PEUPLIERS,Murs végétalisés,75013,13.0,120.0
12134,JARDINIERE VERTICALE DU JARDIN CURIAL - CITE MICHELET,Murs végétalisés,75019,19.0,12.0
12140,JARDINIERE VERTICALE DU TALUS RUES LARDENNOIS - CHAUFOURNIERS,Murs végétalisés,75019,19.0,22.0
12147,JARDINIERE VERTICALE DU JARDIN DES CENDRIERS 2,Murs végétalisés,75020,20.0,140.0
11789,PROMENADE DE LA FORET LINEAIRE NORD,Promenades ouvertes,75019,19.0,11440.0
12961,JARDINIERES RAE DE LA RUE EBLE,Décorations sur la voie publique,75007,7.0,150.0
12988,JARDINIERES EVQ DE LA RUE BOULARD,Décorations sur la voie publique,75014,14.0,160.0
13154,JARDINIERES DE LA RUE DE L'AGENT BAILLY,Décorations sur la voie publique,75009,9.0,20.0
767,JARDIN DE L'HOSPICE DEBROUSSE,Promenades ouvertes,75020,20.0,10050.0
12054,JARDIN PARTAGE DE LA RUE LEON SCHWARTZENBERG,"Ephémères, partagés, pédagogiques",75010,10.0,155.0
11770,PROMENADE PC 12 - SAHEL - VOUTE,Promenades ouvertes,75012,12.0,9500.0
12072,JARDINIERE VERTICALE DU SQUARE DE L'ASPIRANT DUNAND 4,Murs végétalisés,75014,14.0,60.0
12104,JARDINIERE VERTICALE DU SQUARE PIERRE-ADRIEN DALPAYRAT 1,Murs végétalisés,75015,15.0,65.0
12161,JARDINIERE VERTICALE DU JARDIN DES PETITES RIGOLES,Murs végétalisés,75020,20.0,10.0
12908,JARDINIERES RAE DE LA RUE GUSTAVE ZEDE,Décorations sur la voie publique,75016,16.0,185.0
