annee,arrondissement,code_postal,ville,nb_plai,nb_plus,nb_pls
2009,3,75003,Paris,3,12,0
2009,19,75019,Paris,0,0,4
2009,18,75018,Paris,4,14,4
2009,20,75020,Paris,0,15,21
2009,20,75020,Paris,0,2,0
2009,20,75020,Paris,0,2,2
2010,12,75012,Paris,2,8,4
2010,20,75020,Paris,14,0,0
2010,5,75005,Paris,0,3,0
2010,17,75017,Paris,0,1,0
2010,20,75020,Paris,0,2,0
2010,20,75020,Paris,0,2,0
2010,10,75010,Paris,24,51,15
2010,15,75015,Paris,4,8,0
2010,9,75009,Paris,3,6,3
2010,14,75014,Paris,0,98,0
2010,20,75020,Paris,0,24,8
2010,20,75020,Paris,0,1,0
2010,10,75010,Paris,73,59,0
2010,13,75013,Paris,0,129,0
2011,15,75015,Paris,0,96,96
2011,15,75015,Paris,0,2,0
2011,4,75004,Paris,47,0,0
2011,6,75006,Paris,0,36,0
2011,15,75015,Paris,0,12,0
2011,18,75018,Paris,20,0,0
2011,19,75019,Paris,0,3,0
2011,20,75020,Paris,0,0,20
2012,11,75011,Paris,26,0,0
2012,20,75020,Paris,88,0,0
2012,20,75020,Paris,2,4,0
2012,6,75006,Paris,2,6,3
2012,4,75004,Paris,0,3,0
2012,4,75004,Paris,1,0,0
2012,13,75013,Paris,0,2,0
2012,10,75010,Paris,0,55,23
2012,18,75018,Paris,0,0,35
2012,14,75014,Paris,2,6,4
2012,14,75014,Paris,0,1,0
2012,17,75017,Paris,0,0,67
2012,19,75019,Paris,2,0,6
2012,19,75019,Paris,0,0,7
2013,18,75018,Paris,0,2,0
2013,16,75016,Paris,0,1,0
2013,9,75009,Paris,3,3,0
2013,8,75008,Paris,0,1,0
2013,13,75013,Paris,0,13,25
2013,16,75016,Paris,0,1,0
2013,18,75018,Paris,70,140,69
2013,12,75012,Paris,4,12,7
2014,13,75013,Paris,1,0,0
2014,15,75015,Paris,0,3,0
2014,19,75019,Paris,0,3,0
2014,20,75020,Paris,1,0,0
2014,9,75009,Paris,0,3,0
2014,1,75001,Paris,2,0,0
2014,19,75019,Paris,0,100,0
2015,15,75015,Paris,2,0,0
2015,10,75010,Paris,0,1,0
2015,18,75018,Paris,0,10,0
2015,15,75015,Paris,18,0,0
2015,13,75013,Paris,36,47,36
2015,13,75013,Paris,1,0,0
2015,11,75011,Paris,1,0,0
2015,15,75015,Paris,6,5,0
2015,16,75016,Paris,1,0,0
2015,17,75017,Paris,8,6,0
2015,17,75017,Paris,12,7,0
2015,4,75004,Paris,19,15,3
2015,11,75011,Paris,2,3,1
2015,17,75017,Paris,1,0,0
2015,8,75008,Paris,25,42,17
2016,12,75012,Paris,18,19,11
2016,15,75015,Paris,14,0,0
2016,9,75009,Paris,1,0,0
2016,18,75018,Paris,0,3,0
2016,4,75004,Paris,1,0,0
2017,3,75003,Paris,4,5,4
2017,13,75013,Paris,0,0,6
2017,14,75014,Paris,0,2,25
2017,12,75012,Paris,0,150,0
2017,2,75002,Paris,1,1,0
2017,18,75018,Paris,0,8,4
2017,6,75006,Paris,3,3,0
2017,10,75010,Paris,10,5,1
2017,20,75020,Paris,201,201,99
2018,18,75018,Paris,7,7,3
2018,3,75003,Paris,0,1,0
2018,11,75011,Paris,0,2,0
2018,16,75016,Paris,51,0,0
2018,1,75001,Paris,1,0,0
2019,18,75018,Paris,0,0,1
2019,13,75013,Paris,10,14,10
2019,15,75015,Paris,38,38,19
2019,15,75015,Paris,1,0,0
2019,12,75012,Paris,1,0,0
2019,20,75020,Paris,53,70,53
2019,14,75014,Paris,0,2,0
2020,14,75014,Paris,7,11,4
2020,17,75017,Paris,108,144,108
2020,11,75011,Paris,120,0,0
2020,14,75014,Paris,4,1,2
2020,15,75015,Paris,3,5,4
2020,9,75009,Paris,6,8,7
2020,18,75018,Paris,0,0,47
2021,12,75012,Paris,1,1,0
2021,12,75012,Paris,23,30,23
2021,15,75015,Paris,7,9,7
2021,15,75015,Paris,35,0,0
2021,17,75017,Paris,1,0,0
2021,3,75003,Paris,5,3,0
2021,5,75005,Paris,7,5,0
2021,17,75017,Paris,51,68,50
2021,3,75003,Paris,3,2,0
2022,13,75013,Paris,89,0,0
2022,3,75003,Paris,3,4,3
2022,15,75015,Paris,3,3,2
2022,20,75020,Paris,0,0,1
2022,20,75020,Paris,8,6,0
2022,18,75018,Paris,23,31,23
2022,12,75012,Paris,4,4,4
2022,18,75018,Paris,17,22,17
2022,13,75013,Paris,0,80,119
2023,14,75014,Paris,6,4,0
2023,16,75016,Paris,10,7,0
2023,18,75018,Paris,7,4,0
2023,20,75020,Paris,0,0,3
2023,13,75013,Paris,0,0,6
2023,18,75018,Paris,1,0,0
2023,3,75003,Paris,0,3,0
2023,19,75019,Paris,0,0,2
2024,10,75010,Paris,5,3,0
2024,11,75011,Paris,5,5,2
2001,17,75017,Paris,0,25,0
2001,12,75012,Paris,0,64,0
2002,12,75012,Paris,25,85,54
2002,7,75007,Paris,5,9,0
2002,16,75016,Paris,5,12,0
2002,12,75012,Paris,24,0,0
2002,18,75018,Paris,0,5,0
2002,20,75020,Paris,0,13,0
2002,15,75015,Paris,9,27,0
2002,5,75005,Paris,0,0,1
2003,13,75013,Paris,0,0,35
2003,5,75005,Paris,0,4,0
2003,9,75009,Paris,16,0,0
2003,13,75013,Paris,0,56,0
2003,17,75017,Paris,0,79,6
2004,5,75005,Paris,0,5,0
2004,19,75019,Paris,0,0,7
2004,18,75018,Paris,0,5,0
2005,19,75019,Paris,0,14,0
2005,17,75017,Paris,10,12,0
2005,12,75012,Paris,0,63,0
2005,2,75002,Paris,3,5,0
2005,18,75018,Paris,0,8,0
2005,18,75018,Paris,0,12,0
2005,20,75020,Paris,0,0,4
2006,12,75012,Paris,0,13,0
2006,16,75016,Paris,0,8,0
2006,20,75020,Paris,2,6,5
2006,14,75014,Paris,0,368,0
2006,12,75012,Paris,0,10,10
2006,17,75017,Paris,8,3,0
2006,16,75016,Paris,5,20,0
2006,20,75020,Paris,2,0,0
2006,17,75017,Paris,0,0,31
2007,14,75014,Paris,8,19,0
2007,1,75001,Paris,11,24,12
2007,18,75018,Paris,1,0,0
2007,17,75017,Paris,2,6,0
2007,11,75011,Paris,91,0,0
2007,11,75011,Paris,6,41,0
2007,16,75016,Paris,2,0,0
2007,13,75013,Paris,0,207,0
2007,16,75016,Paris,0,32,16
2007,6,75006,Paris,0,0,7
2007,20,75020,Paris,3,0,0
2007,17,75017,Paris,0,0,7
2007,20,75020,Paris,0,7,0
2007,19,75019,Paris,0,15,0
2007,18,75018,Paris,0,0,146
2007,18,75018,Paris,8,0,0
2007,19,75019,Paris,0,5,0
2007,17,75017,Paris,0,1,0
2008,19,75019,Paris,0,0,7
2008,9,75009,Paris,0,15,0
2008,9,75009,Paris,3,10,0
2008,18,75018,Paris,0,9,8
2008,19,75019,Paris,1,0,0
2008,16,75016,Paris,0,2,0
2008,13,75013,Paris,0,267,0
2008,1,75001,Paris,0,6,0
2008,1,75001,Paris,0,9,0
2008,2,75002,Paris,0,12,0
2008,3,75003,Paris,0,11,0
2008,3,75003,Paris,0,8,0
2008,4,75004,Paris,0,11,0
2008,12,75012,Paris,0,1,0
2008,19,75019,Paris,0,2,3
2008,18,75018,Paris,0,15,0
2009,9,75009,Paris,4,6,3
2009,3,75003,Paris,4,9,0
2009,20,75020,Paris,0,1,0
2009,19,75019,Paris,9,35,45
2009,14,75014,Paris,2,6,3
2009,18,75018,Paris,4,10,0
2009,11,75011,Paris,43,0,0
2009,8,75008,Paris,1,7,3
2009,20,75020,Paris,0,0,4
2009,20,75020,Paris,1,0,0
2009,20,75020,Paris,1,0,0
2009,20,75020,Paris,1,0,0
2009,13,75013,Paris,0,1,0
2009,4,75004,Paris,5,0,0
2009,18,75018,Paris,12,25,12
2010,11,75011,Paris,6,-1,0
2010,14,75014,Paris,0,1,0
2010,9,75009,Paris,2,7,3
2010,20,75020,Paris,180,0,0
2010,18,75018,Paris,0,0,0
2010,12,75012,Paris,0,344,0
2010,16,75016,Paris,0,1,0
2010,13,75013,Paris,3,11,14
2010,13,75013,Paris,0,35,36
2010,20,75020,Paris,222,0,0
2010,10,75010,Paris,2,7,0
2010,11,75011,Paris,0,12,6
2010,20,75020,Paris,0,4,3
2010,20,75020,Paris,0,9,8
2010,18,75018,Paris,0,2,0
2010,19,75019,Paris,0,4,7
2010,20,75020,Paris,0,5,0
2010,15,75015,Paris,4,6,2
2011,19,75019,Paris,53,0,0
2011,19,75019,Paris,106,0,0
2011,12,75012,Paris,3,7,0
2011,20,75020,Paris,0,1,0
2011,4,75004,Paris,0,26,0
2011,5,75005,Paris,0,6,0
2011,15,75015,Paris,1,0,0
2011,2,75002,Paris,4,10,0
2012,19,75019,Paris,173,0,0
2012,12,75012,Paris,3,4,2
2012,15,75015,Paris,0,0,15
2012,13,75013,Paris,0,1,0
2012,18,75018,Paris,2,4,2
2012,15,75015,Paris,67,44,0
2012,11,75011,Paris,4,8,1
2012,6,75006,Paris,0,0,2
2012,10,75010,Paris,2,6,0
2012,18,75018,Paris,0,0,13
2013,14,75014,Paris,7,6,9
2013,15,75015,Paris,2,2,0
2013,11,75011,Paris,0,1,0
2013,3,75003,Paris,1,0,0
2013,18,75018,Paris,0,33,0
2013,20,75020,Paris,0,7,0
2013,20,75020,Paris,0,21,0
2013,18,75018,Paris,36,0,0
2013,19,75019,Paris,0,0,15
2013,18,75018,Paris,0,6,0
2013,19,75019,Paris,0,0,17
2015,20,75020,Paris,0,7,0
2014,12,75012,Paris,0,1,0
2014,15,75015,Paris,3,5,2
2014,18,75018,Paris,6,5,0
2014,4,75004,Paris,6,11,8
2014,13,75013,Paris,0,2,0
2014,19,75019,Paris,0,1,0
2014,20,75020,Paris,3,0,0
2014,15,75015,Paris,4,5,26
2014,5,75005,Paris,1,14,0
2014,9,75009,Paris,7,8,4
2014,17,75017,Paris,5,2,3
2014,20,75020,Paris,22,0,0
2014,19,75019,Paris,0,0,18
2014,20,75020,Paris,2,4,7
2015,11,75011,Paris,1,0,0
2015,17,75017,Paris,1,3,0
2015,13,75013,Paris,2,0,0
2015,10,75010,Paris,0,1,0
2015,14,75014,Paris,0,0,9
2015,20,75020,Paris,0,0,15
2015,14,75014,Paris,46,33,0
2016,18,75018,Paris,3,1,0
2016,12,75012,Paris,31,5,0
2016,12,75012,Paris,0,0,54
2016,15,75015,Paris,8,8,0
2016,16,75016,Paris,1,0,0
2016,18,75018,Paris,10,10,0
2016,20,75020,Paris,0,0,24
2016,12,75012,Paris,3,0,0
2016,14,75014,Paris,1,0,0
2016,18,75018,Paris,1,0,0
2017,15,75015,Paris,14,13,0
2017,18,75018,Paris,0,0,72
2017,11,75011,Paris,1,0,0
2017,20,75020,Paris,0,0,1
2017,9,75009,Paris,5,6,5
2017,16,75016,Paris,14,11,0
2017,20,75020,Paris,0,3,5
2017,14,75014,Paris,0,109,0
2017,12,75012,Paris,0,1,0
2017,6,75006,Paris,0,1,0
2017,6,75006,Paris,0,2,0
2017,9,75009,Paris,5,6,5
2017,15,75015,Paris,8,6,0
2017,15,75015,Paris,26,80,26
2017,15,75015,Paris,33,33,17
2018,9,75009,Paris,2,0,0
2018,9,75009,Paris,1,0,0
2018,14,75014,Paris,1,0,0
2018,19,75019,Paris,0,0,2
2018,12,75012,Paris,28,17,12
2018,18,75018,Paris,0,3,5
2018,16,75016,Paris,25,0,0
2018,10,75010,Paris,25,0,0
2018,10,75010,Paris,18,0,0
2018,18,75018,Paris,6,7,5
2018,12,75012,Paris,8,5,3
2018,18,75018,Paris,0,80,0
2019,13,75013,Paris,0,0,1
2019,1,75001,Paris,7,3,0
2019,18,75018,Paris,46,0,0
2019,14,75014,Paris,25,0,0
2019,17,75017,Paris,17,10,7
2019,13,75013,Paris,0,0,1
2019,11,75011,Paris,14,8,6
2019,19,75019,Paris,0,1,0
2020,16,75016,Paris,1,0,0
2020,14,75014,Paris,1,0,0
2020,2,75002,Paris,0,2,2
2020,5,75005,Paris,0,365,200
2021,18,75018,Paris,10,9,0
2021,19,75019,Paris,0,0,6
2021,8,75008,Paris,6,4,0
2021,18,75018,Paris,23,30,22
2021,14,75014,Paris,14,19,15
2021,20,75020,Paris,9,12,8
2021,18,75018,Paris,0,7,6
2022,15,75015,Paris,3,4,1
2022,16,75016,Paris,6,4,0
2022,11,75011,Paris,30,40,30
2022,15,75015,Paris,26,35,27
2023,16,75016,Paris,1,0,0
2023,10,75010,Paris,12,6,5
2023,13,75013,Paris,2,0,0
2023,14,75014,Paris,16,15,12
2023,15,75015,Paris,0,1,0
2001,8,75008,Paris,31,21,0
2001,9,75009,Paris,1,0,0
2001,20,75020,Paris,0,40,46
2001,13,75013,Paris,0,78,0
2001,20,75020,Paris,0,3,0
2002,11,75011,Paris,0,0,20
2002,16,75016,Paris,1,22,0
2002,13,75013,Paris,7,24,15
2002,11,75011,Paris,12,40,26
2002,11,75011,Paris,0,12,0
2002,18,75018,Paris,24,0,0
2001,11,75011,Paris,13,0,0
2002,16,75016,Paris,1,0,0
2001,19,75019,Paris,0,0,224
2002,18,75018,Paris,0,0,6
2001,16,75016,Paris,0,211,99
2002,15,75015,Paris,12,36,0
2001,13,75013,Paris,0,2,0
2003,19,75019,Paris,0,94,0
2001,12,75012,Paris,11,0,0
2004,19,75019,Paris,0,11,0
2002,19,75019,Paris,0,0,18
2004,17,75017,Paris,0,0,2
2002,20,75020,Paris,0,0,35
2004,9,75009,Paris,4,20,0
2002,14,75014,Paris,9,36,0
2004,20,75020,Paris,0,13,0
2002,11,75011,Paris,0,23,14
2004,19,75019,Paris,0,0,105
2002,14,75014,Paris,0,4,0
2004,18,75018,Paris,0,0,19
2002,18,75018,Paris,0,0,5
2005,7,75007,Paris,0,10,0
2003,15,75015,Paris,10,48,10
2005,15,75015,Paris,3,27,0
2003,10,75010,Paris,0,0,9
2005,11,75011,Paris,0,6,0
2003,13,75013,Paris,25,0,0
2005,19,75019,Paris,2,0,0
2003,20,75020,Paris,1,0,0
2005,18,75018,Paris,14,0,30
2003,5,75005,Paris,0,7,0
2005,10,75010,Paris,3,11,29
2004,13,75013,Paris,0,0,48
2005,20,75020,Paris,4,10,5
2004,19,75019,Paris,0,0,54
2006,20,75020,Paris,5,0,0
2004,14,75014,Paris,0,8,0
2006,2,75002,Paris,0,22,0
2004,10,75010,Paris,0,17,0
2006,11,75011,Paris,0,0,10
2004,15,75015,Paris,48,0,0
2007,12,75012,Paris,32,0,0
2004,18,75018,Paris,3,10,0
2007,8,75008,Paris,2,4,0
2004,19,75019,Paris,0,8,0
2007,11,75011,Paris,0,12,0
2004,17,75017,Paris,4,33,18
2007,18,75018,Paris,0,3,0
2004,18,75018,Paris,0,0,10
2007,15,75015,Paris,3,19,42
2004,19,75019,Paris,0,0,22
2007,13,75013,Paris,0,10,0
2004,15,75015,Paris,0,0,55
2007,11,75011,Paris,4,12,8
2004,11,75011,Paris,4,15,0
2007,13,75013,Paris,20,0,0
2005,12,75012,Paris,0,0,12
2007,18,75018,Paris,0,5,0
2005,18,75018,Paris,0,0,89
2007,17,75017,Paris,0,1,0
2005,12,75012,Paris,0,0,2
2007,18,75018,Paris,0,0,11
2005,18,75018,Paris,0,2,0
2008,10,75010,Paris,4,0,0
2005,11,75011,Paris,0,0,42
2008,10,75010,Paris,4,4,0
2006,18,75018,Paris,0,38,0
2008,12,75012,Paris,0,23,0
2006,6,75006,Paris,0,15,30
2008,13,75013,Paris,0,0,48
2006,14,75014,Paris,0,0,13
2008,18,75018,Paris,0,4,0
2006,20,75020,Paris,0,48,0
2008,18,75018,Paris,1,6,0
2006,12,75012,Paris,4,0,0
2008,17,75017,Paris,0,6,0
2006,20,75020,Paris,2,0,0
2008,18,75018,Paris,3,0,0
2006,11,75011,Paris,0,7,6
2008,1,75001,Paris,0,10,0
2006,18,75018,Paris,0,55,0
2008,3,75003,Paris,0,11,0
2006,18,75018,Paris,0,15,0
2008,19,75019,Paris,1,6,0
2006,12,75012,Paris,5,9,8
2009,14,75014,Paris,15,0,0
2006,3,75003,Paris,0,18,0
2009,15,75015,Paris,2,24,12
2006,18,75018,Paris,0,0,13
2009,20,75020,Paris,2,13,7
2006,15,75015,Paris,0,34,0
2009,17,75017,Paris,0,3,0
2006,15,75015,Paris,0,0,20
2009,20,75020,Paris,0,1,0
2006,19,75019,Paris,0,0,8
2009,18,75018,Paris,6,7,6
2007,11,75011,Paris,0,8,0
2009,15,75015,Paris,0,6,0
2007,16,75016,Paris,4,16,0
2009,13,75013,Paris,0,5,25
2007,13,75013,Paris,0,11,0
2009,4,75004,Paris,13,30,13
2007,9,75009,Paris,130,0,0
2009,20,75020,Paris,1,10,0
2007,18,75018,Paris,5,0,5
2009,9,75009,Paris,5,10,4
2007,2,75002,Paris,38,0,0
2009,19,75019,Paris,0,17,0
2007,18,75018,Paris,0,0,10
2009,17,75017,Paris,0,1,0
2007,3,75003,Paris,3,4,0
2010,10,75010,Paris,0,0,21
2007,13,75013,Paris,0,0,65
2010,2,75002,Paris,1,4,0
2007,16,75016,Paris,30,75,30
2010,20,75020,Paris,3,0,0
2007,14,75014,Paris,18,72,41
2010,11,75011,Paris,0,3,0
2007,9,75009,Paris,0,1,0
2010,20,75020,Paris,0,87,0
2007,15,75015,Paris,0,6,0
2010,16,75016,Paris,0,1,0
2007,20,75020,Paris,0,4,4
2010,1,75001,Paris,4,10,0
2007,19,75019,Paris,0,0,7
2010,17,75017,Paris,20,50,30
2007,6,75006,Paris,15,0,0
2010,14,75014,Paris,0,66,0
2007,16,75016,Paris,0,5,0
2010,20,75020,Paris,2,13,4
2008,20,75020,Paris,2,11,2
2010,18,75018,Paris,2,7,2
2008,13,75013,Paris,0,0,9
2010,19,75019,Paris,0,0,36
2008,18,75018,Paris,6,6,0
2010,20,75020,Paris,3,20,7
2008,20,75020,Paris,0,2,0
2010,16,75016,Paris,0,1,0
2008,17,75017,Paris,8,18,9
2010,18,75018,Paris,0,2,0
2008,18,75018,Paris,0,10,10
2010,18,75018,Paris,0,3,0
2008,19,75019,Paris,0,22,45
2010,20,75020,Paris,0,2,0
2008,17,75017,Paris,0,270,0
2010,11,75011,Paris,5,12,3
2008,1,75001,Paris,0,18,0
2010,15,75015,Paris,2,5,2
2008,3,75003,Paris,0,23,0
2011,17,75017,Paris,21,0,0
2008,4,75004,Paris,0,10,0
2011,18,75018,Paris,52,0,0
2008,16,75016,Paris,0,1,0
2011,17,75017,Paris,0,1,0
2008,18,75018,Paris,2,2,0
2011,1,75001,Paris,4,4,0
2008,12,75012,Paris,9,0,9
2011,18,75018,Paris,0,26,0
2008,2,75002,Paris,8,0,0
2011,11,75011,Paris,26,0,0
2009,13,75013,Paris,3,6,0
2011,14,75014,Paris,14,42,48
2009,20,75020,Paris,0,13,6
2011,15,75015,Paris,17,43,26
2009,1,75001,Paris,7,0,0
2012,13,75013,Paris,0,1,0
2009,20,75020,Paris,0,31,31
2012,10,75010,Paris,3,4,4
2009,15,75015,Paris,0,1,0
2012,18,75018,Paris,4,6,4
2009,12,75012,Paris,1,14,6
2012,20,75020,Paris,0,5,6
2009,12,75012,Paris,1,13,7
2012,13,75013,Paris,0,0,375
2009,20,75020,Paris,0,2,0
2012,20,75020,Paris,0,0,47
2009,13,75013,Paris,4,17,4
2012,12,75012,Paris,3,5,0
2009,12,75012,Paris,110,100,0
2012,18,75018,Paris,0,1,0
2009,15,75015,Paris,13,82,40
2013,13,75013,Paris,0,1,0
2009,20,75020,Paris,37,0,0
2013,20,75020,Paris,22,0,0
2009,17,75017,Paris,0,7,13
2013,17,75017,Paris,0,0,10
2009,17,75017,Paris,0,150,0
2013,3,75003,Paris,0,2,0
2009,19,75019,Paris,0,0,2
2013,10,75010,Paris,0,30,0
2009,18,75018,Paris,24,0,0
2013,20,75020,Paris,0,0,5
2009,20,75020,Paris,1,0,0
2014,19,75019,Paris,3,0,0
2010,20,75020,Paris,-8,0,0
2014,13,75013,Paris,0,1,0
2010,5,75005,Paris,4,7,0
2014,16,75016,Paris,1,0,0
2010,19,75019,Paris,22,0,0
2014,11,75011,Paris,5,8,3
2010,15,75015,Paris,0,1,0
2014,16,75016,Paris,159,285,190
2010,15,75015,Paris,0,1,0
2014,18,75018,Paris,1,0,0
2010,17,75017,Paris,0,1,0
2015,10,75010,Paris,0,1,0
2010,18,75018,Paris,0,1,0
2015,10,75010,Paris,7,7,0
2010,14,75014,Paris,3,2,0
2015,13,75013,Paris,0,1,0
2010,14,75014,Paris,0,2,0
2015,20,75020,Paris,0,0,8
2010,16,75016,Paris,0,3,0
2015,11,75011,Paris,1,3,0
2010,11,75011,Paris,0,2,0
2015,15,75015,Paris,7,4,0
2010,12,75012,Paris,0,13,3
2015,14,75014,Paris,2,0,0
2010,11,75011,Paris,46,0,0
2015,17,75017,Paris,7,5,0
2010,3,75003,Paris,2,2,0
2015,20,75020,Paris,0,0,6
2010,20,75020,Paris,0,6,3
2016,7,75007,Paris,1,0,0
2010,16,75016,Paris,0,1,0
2016,15,75015,Paris,0,1,0
2010,13,75013,Paris,0,0,16
2016,13,75013,Paris,0,210,0
2011,11,75011,Paris,3,10,4
2016,12,75012,Paris,4,5,3
2011,11,75011,Paris,5,11,4
2016,16,75016,Paris,10,0,0
2011,15,75015,Paris,0,6,2
2016,19,75019,Paris,0,0,1
2011,15,75015,Paris,3,9,3
2016,3,75003,Paris,11,14,5
2011,20,75020,Paris,3,12,3
2016,12,75012,Paris,0,2,0
2011,15,75015,Paris,25,0,0
2016,18,75018,Paris,12,0,0
2011,20,75020,Paris,0,1,0
2016,14,75014,Paris,6,14,3
2011,4,75004,Paris,0,22,0
2017,13,75013,Paris,0,6,0
2011,13,75013,Paris,0,56,0
2017,18,75018,Paris,25,0,0
2011,18,75018,Paris,0,13,0
2017,4,75004,Paris,8,5,3
2012,14,75014,Paris,0,0,51
2017,15,75015,Paris,1,0,0
2012,15,75015,Paris,0,1,0
2017,11,75011,Paris,64,0,0
2012,17,75017,Paris,0,3,0
2017,20,75020,Paris,0,0,1
2012,20,75020,Paris,0,2,0
2017,19,75019,Paris,0,0,44
2012,13,75013,Paris,0,0,20
2017,10,75010,Paris,1,1,0
2012,11,75011,Paris,4,16,2
2017,10,75010,Paris,3,4,3
2012,14,75014,Paris,0,1,0
2017,17,75017,Paris,10,10,0
2012,20,75020,Paris,0,1,0
2017,18,75018,Paris,3,3,0
2013,1,75001,Paris,2,6,4
2017,15,75015,Paris,5,4,0
2013,6,75006,Paris,0,1,0
2017,19,75019,Paris,80,79,0
2013,10,75010,Paris,7,23,0
2017,14,75014,Paris,0,0,10
2013,12,75012,Paris,0,106,0
2017,15,75015,Paris,63,55,32
2013,14,75014,Paris,0,48,0
2018,19,75019,Paris,0,0,14
2013,15,75015,Paris,2,0,0
2018,8,75008,Paris,26,16,10
2013,15,75015,Paris,3,15,8
2018,11,75011,Paris,1,0,0
2013,16,75016,Paris,0,2,0
2018,11,75011,Paris,11,14,11
2013,10,75010,Paris,3,7,2
2018,19,75019,Paris,0,0,5
2013,11,75011,Paris,0,78,0
2018,2,75002,Paris,19,0,0
2013,14,75014,Paris,0,27,0
2018,17,75017,Paris,1,0,0
2013,20,75020,Paris,0,0,12
2018,14,75014,Paris,5,6,5
2014,17,75017,Paris,69,0,0
2018,6,75006,Paris,42,0,0
2014,8,75008,Paris,5,13,5
2018,13,75013,Paris,0,0,53
2014,20,75020,Paris,0,1,0
2019,13,75013,Paris,0,2,0
2014,19,75019,Paris,1,0,0
2019,12,75012,Paris,1,0,0
2014,9,75009,Paris,0,1,0
2019,14,75014,Paris,50,0,0
2014,17,75017,Paris,3,0,0
2019,11,75011,Paris,3,2,0
2015,19,75019,Paris,0,0,6
2019,14,75014,Paris,0,60,12
2015,20,75020,Paris,5,7,5
2019,19,75019,Paris,0,6,0
2015,19,75019,Paris,0,0,6
2019,14,75014,Paris,0,8,0
2015,17,75017,Paris,29,0,0
2019,20,75020,Paris,5,5,4
2015,17,75017,Paris,306,407,306
2019,20,75020,Paris,0,799,533
2015,5,75005,Paris,12,10,2
2019,20,75020,Paris,0,0,30
2015,20,75020,Paris,58,77,58
2019,15,75015,Paris,12,13,0
2016,13,75013,Paris,1,0,0
2020,10,75010,Paris,1,0,0
2016,10,75010,Paris,5,3,0
2020,13,75013,Paris,0,1,0
2016,19,75019,Paris,89,328,178
2020,13,75013,Paris,0,0,1
2016,10,75010,Paris,10,51,0
2021,12,75012,Paris,7,9,7
2016,14,75014,Paris,10,10,0
2021,18,75018,Paris,135,0,0
2016,8,75008,Paris,18,0,0
2021,8,75008,Paris,0,13,12
2016,12,75012,Paris,9,6,0
2021,15,75015,Paris,15,20,16
2016,18,75018,Paris,0,1,0
2022,12,75012,Paris,0,72,24
2016,4,75004,Paris,2,0,0
2022,18,75018,Paris,28,18,0
2017,20,75020,Paris,0,0,16
2022,20,75020,Paris,0,0,100
2017,12,75012,Paris,24,0,0
2023,13,75013,Paris,0,2,0
2017,14,75014,Paris,0,1,0
2023,14,75014,Paris,0,8,0
2017,17,75017,Paris,7,6,0
2023,13,75013,Paris,0,8,15
2017,19,75019,Paris,0,0,1
2023,15,75015,Paris,0,0,5
2017,15,75015,Paris,1,0,0
2023,9,75009,Paris,8,7,0
2017,6,75006,Paris,0,1,0
2023,12,75012,Paris,2,0,8
2017,18,75018,Paris,3,9,3
2023,20,75020,Paris,0,0,1
2017,15,75015,Paris,304,304,152
2023,4,75004,Paris,16,0,0
2017,15,75015,Paris,1,0,0
2023,12,75012,Paris,0,0,14
2018,12,75012,Paris,1,0,0
2024,18,75018,Paris,2,3,2
2018,18,75018,Paris,1,0,0
2024,19,75019,Paris,0,0,1
2018,18,75018,Paris,17,6,0
2024,12,75012,Paris,40,40,30
2018,8,75008,Paris,4,2,0
2024,5,75005,Paris,14,9,0
2018,14,75014,Paris,0,15,0
2024,6,75006,Paris,5,3,0
2018,18,75018,Paris,6,6,0
2024,20,75020,Paris,0,0,12
2019,12,75012,Paris,94,0,0
2024,18,75018,Paris,26,0,0
2019,13,75013,Paris,0,0,1
2019,12,75012,Paris,7,4,3
2019,20,75020,Paris,8,10,7
2019,10,75010,Paris,7,4,0
2019,15,75015,Paris,1,0,0
2019,17,75017,Paris,13,14,13
2019,20,75020,Paris,0,0,8
2019,9,75009,Paris,14,10,0
2019,14,75014,Paris,10,7,0
2019,18,75018,Paris,11,13,10
2019,18,75018,Paris,3,3,3
2019,20,75020,Paris,68,68,91
2019,20,75020,Paris,0,0,22
2019,13,75013,Paris,1,0,0
2020,17,75017,Paris,1,0,0
2020,1,75001,Paris,1,0,0
2020,13,75013,Paris,0,0,1
2020,13,75013,Paris,0,0,2
2020,12,75012,Paris,5,7,5
2020,20,75020,Paris,0,0,3
2020,13,75013,Paris,0,0,5
2021,10,75010,Paris,1,0,0
2021,20,75020,Paris,0,0,2
2021,4,75004,Paris,1,0,0
2021,13,75013,Paris,0,0,2
2021,19,75019,Paris,0,0,5
2021,4,75004,Paris,26,0,0
2021,20,75020,Paris,0,0,21
2021,12,75012,Paris,11,15,12
2022,13,75013,Paris,0,0,6
2022,2,75002,Paris,24,16,0
2022,20,75020,Paris,0,0,9
2022,15,75015,Paris,0,140,0
2023,20,75020,Paris,0,0,4
2023,20,75020,Paris,0,0,3
2023,17,75017,Paris,2,3,0
2023,19,75019,Paris,0,0,31
2023,20,75020,Paris,2,0,0
2023,15,75015,Paris,6,7,6
2023,10,75010,Paris,5,6,0
2023,13,75013,Paris,2,0,0
2023,11,75011,Paris,7,9,7
2023,15,75015,Paris,10,10,9
2024,13,75013,Paris,0,1,0
2024,15,75015,Paris,0,56,0
2024,20,75020,Paris,51,51,40
2024,12,75012,Paris,5,7,7
2024,12,75012,Paris,10,6,0
